VarCov_var1_var1,VarCov_var2_var1,VarCov_var3_var1,VarCov_var4_var1,VarCov_var5_var1,VarCov_var6_var1,VarCov_var7_var1,VarCov_var8_var1,VarCov_var9_var1,VarCov_var10_var1,VarCov_var2_var2,VarCov_var3_var2,VarCov_var4_var2,VarCov_var5_var2,VarCov_var6_var2,VarCov_var7_var2,VarCov_var8_var2,VarCov_var9_var2,VarCov_var10_var2,VarCov_var3_var3,VarCov_var4_var3,VarCov_var5_var3,VarCov_var6_var3,VarCov_var7_var3,VarCov_var8_var3,VarCov_var9_var3,VarCov_var10_var3,VarCov_var4_var4,VarCov_var5_var4,VarCov_var6_var4,VarCov_var7_var4,VarCov_var8_var4,VarCov_var9_var4,VarCov_var10_var4,VarCov_var5_var5,VarCov_var6_var5,VarCov_var7_var5,VarCov_var8_var5,VarCov_var9_var5,VarCov_var10_var5,VarCov_var6_var6,VarCov_var7_var6,VarCov_var8_var6,VarCov_var9_var6,VarCov_var10_var6,VarCov_var7_var7,VarCov_var8_var7,VarCov_var9_var7,VarCov_var10_var7,VarCov_var8_var8,VarCov_var9_var8,VarCov_var10_var8,VarCov_var9_var9,VarCov_var10_var9,VarCov_var10_var10
.00032148787,-8.1138830e-07,-1.1928568e-06,1.8666059e-07,-1.9082276e-07,-1.3765878e-06,1.6805592e-06,2.4562360e-07,9.1379820e-07,2.2852448e-07,.00070373731,2.4715467e-07,4.4899284e-07,1.4976955e-06,5.6961373e-08,-8.3357156e-07,-1.1831686e-06,-2.0906111e-06,-9.0890944e-07,.00080801285,-1.7466348e-06,-4.8333510e-07,-7.4774874e-07,-7.7825899e-07,-1.5114090e-06,1.1346982e-06,-1.1816932e-06,.00028195581,3.3737214e-07,1.1417996e-07,-2.1285980e-07,-1.5821028e-08,-1.4157035e-06,-2.2984032e-08,.00040042726,2.5567510e-07,-2.0928793e-07,-7.5645562e-07,-6.4419879e-07,-2.5434073e-07,.00072839204,-1.0747505e-06,-9.2513494e-07,-1.7904925e-06,-7.7441933e-07,.00019352794,-2.2769958e-08,9.2817129e-07,2.8952073e-07,.00081456144,8.6136629e-07,-1.6735184e-07,.00083043886,3.1359161e-07,.00024343083
.0004248757,-5.7878208e-07,-9.9564513e-06,6.8098857e-06,-4.0350943e-07,-7.6548149e-06,5.1839779e-06,-2.8203399e-06,-2.3783682e-06,-1.0774588e-06,.00067979243,-1.0916326e-06,2.6242506e-06,2.5894144e-06,-9.3441020e-07,-1.3019124e-06,-3.1329641e-06,-5.1990046e-06,-2.1568269e-06,.0010552038,-.00001339973,-9.4383728e-07,4.0749978e-06,-3.5761193e-06,1.0553804e-06,8.5441643e-06,-5.5084593e-07,.00047084724,7.3897598e-07,-5.0233075e-06,1.1137817e-06,-4.1400958e-06,-9.0746571e-06,-1.9940121e-06,.00031363324,4.8545940e-07,-3.7334141e-07,-1.3260075e-06,-1.1292235e-06,-4.4147035e-07,.00079309812,-3.3859653e-06,9.4930959e-07,6.0042517e-08,-2.4507929e-07,.00019322078,-9.3934386e-07,6.7882110e-07,1.5244385e-07,.00082317449,4.6671994e-06,7.1064829e-07,.00084956619,2.0119301e-06,.00024292874
.00030126527,-3.5725031e-06,-8.8801053e-06,4.3211176e-06,-5.8822616e-07,-7.0677033e-06,6.3924922e-06,-1.5286611e-06,-4.8261660e-07,-1.6324019e-07,.0011351343,7.3219567e-06,3.0851568e-06,6.6841089e-06,-3.9681026e-06,-.000011111119,-.000018582858,-.000021639869,-.000015656091,.00082406471,-.000010207039,-9.2392247e-07,1.9850643e-06,-5.6287695e-06,-3.2434823e-06,6.0909179e-06,-4.1068160e-06,.00025290748,8.3256668e-07,-3.2904636e-06,5.8256336e-07,-3.1335612e-06,-7.9568244e-06,-1.6079636e-06,.00032056906,5.4925334e-07,-9.1934646e-07,-2.6040252e-06,-2.2355562e-06,-1.2011660e-06,.00068456779,-3.5789490e-06,9.0949754e-07,-7.9582384e-07,-2.0979770e-07,.00019784379,1.7004079e-06,4.1895778e-06,2.8508539e-06,.00086623128,9.5930509e-06,4.2666584e-06,.00084987353,5.9881017e-06,.00028039078
.00032403649,-4.7659014e-06,-8.7274939e-06,4.1734743e-06,-8.1722618e-07,-.000013939877,9.1434895e-06,-1.6207880e-06,4.2513357e-06,1.4341744e-06,.00071220635,2.5391435e-06,3.6119170e-06,6.5584327e-06,5.8378731e-07,-.000010604758,-.000014450039,-.000024541177,-.00001453716,.0013063689,-.000017838449,-1.9089657e-06,-.000014771803,-3.4135103e-06,-7.4037780e-06,.000027059996,-2.1687802e-07,.00026953971,1.1655279e-06,-1.6107235e-06,-2.3920174e-07,-2.7949507e-06,-.0000124539,-2.5033864e-06,.00031391755,1.1202940e-06,-1.1340737e-06,-3.0434526e-06,-3.1269083e-06,-1.4629027e-06,.0010112978,-9.3642666e-06,1.4904101e-06,-.000018462499,-6.6394286e-06,.000195634,1.1470106e-06,9.4061779e-06,4.5007291e-06,.00077427778,8.7170911e-06,3.1536199e-06,.00095553976,.000012206174,.00026965939
.00031938549,-4.8128436e-06,-7.6583037e-06,3.9833799e-06,-1.5654924e-06,-.000012501831,.000011271827,-1.8203641e-06,2.2926713e-06,1.4205709e-06,.00068287156,1.9351437e-06,3.6744643e-06,7.6458909e-06,2.4095232e-06,-.000010481393,-.000015522808,-.000027592414,-.000014116055,.00072677981,-.000014327065,-1.7928999e-06,-.000011822196,-3.3924396e-06,-6.7585515e-06,.00002129182,-1.2092435e-06,.00025519292,1.6271464e-06,-1.9567672e-06,-6.0754047e-07,-2.5896366e-06,-.000012421428,-2.2432314e-06,.00035109601,-3.7394878e-07,-1.9160691e-06,-3.5148064e-06,-1.6595109e-06,-1.5708754e-06,.00094782439,-7.8668736e-06,-1.1257264e-06,-.000028355385,-7.1590571e-06,.0001943596,6.4453906e-07,7.2942930e-06,4.3068089e-06,.00077759713,.000011208238,2.8414488e-06,.00092667138,.000011837193,.00023544951
.00032746914,-6.8718637e-06,-8.9753457e-06,3.9463239e-06,-1.0848617e-06,-.000011327037,.000014727375,-2.3912139e-06,4.0277687e-06,2.1142116e-06,.00070136238,2.4039332e-06,4.3699415e-06,8.3034529e-06,1.0678059e-06,-.000013461872,-.000015775626,-.000029267392,-.000015680289,.00072553818,-.000015680347,-2.3620471e-06,-.000010991096,-4.4527346e-06,-7.9540469e-06,.00002069199,-2.3887512e-06,.00025519432,1.7791450e-06,-1.7675329e-06,-1.1780792e-06,-2.4084716e-06,-.000013116863,-2.3582720e-06,.00035982981,5.3059330e-07,-9.8634882e-07,-4.8147022e-06,-1.4818864e-06,-1.4951084e-06,.00071225909,-6.4143233e-06,-2.5877985e-06,-.000023759556,-6.5097233e-06,.00020131998,-7.3305404e-07,9.4254601e-06,5.3965350e-06,.00078604324,.000010526675,2.2979348e-06,.00082338508,.000011867863,.00023854547
.00036647962,-.00001321758,-.000011100169,3.7726452e-06,-1.3711564e-06,-.000012433831,.000019356259,1.2701015e-06,5.4590623e-06,6.8359814e-06,.00081879226,3.8126914e-06,6.2334293e-06,9.9235258e-06,1.6341335e-07,-.000019603061,-.000026174663,-.000033742795,-.000027995618,.00072906696,-.000017125023,-2.5676823e-06,-.000011445233,-5.6241238e-06,-.000010655784,.000021369948,-4.8499596e-06,.00025916705,1.9770971e-06,-1.7409299e-06,-1.9246900e-06,-3.4322854e-06,-.000014398133,-3.6777599e-06,.00031445251,6.6911787e-07,-1.2218262e-06,-5.6324452e-06,-1.9413958e-06,-2.0637922e-06,.00068028172,-6.6738367e-06,-2.7861518e-06,-.000024437884,-7.1598315e-06,.00020018528,2.7977733e-06,.000010428303,.000010356971,.00089037855,.000012376584,8.7672443e-06,.00081290299,.000014270516,.00031917272
.00030280647,-.000011426529,-.000011648673,3.4553700e-06,-1.3726296e-06,-.000013901742,.000019158562,8.9253496e-07,5.6804001e-06,5.8984069e-06,.00076057424,2.1022324e-06,5.8883975e-06,.00001091555,-3.3679246e-06,-.000017171413,-.000027073114,-.000034673743,-.000022792523,.00076041342,-.000018569894,-3.0614024e-06,-.000011441053,-7.2421853e-06,-.000010672891,.000022873457,-6.0849889e-06,.00025493561,2.2115273e-06,-1.3406301e-06,-2.2701608e-06,-2.9825537e-06,-.000015397618,-3.3413201e-06,.00031398266,8.2849925e-07,-1.3150155e-06,-6.0181515e-06,-2.4955882e-06,-1.9714696e-06,.00076945539,-9.7453412e-06,-1.7926440e-06,-.000027042957,-8.6600767e-06,.00019563094,1.4685490e-06,.000010837724,9.8866267e-06,.00080249395,.000012716907,6.2579315e-06,.00081298605,.000012527848,.00024638991
.00043034676,-.000014490297,-.000023668139,.000012318475,-1.6388827e-07,-.000014678471,.000026951515,2.8047748e-06,.000010835807,6.5441022e-06,.00067762996,3.6036542e-06,6.7562150e-06,.000011986193,-3.4283091e-06,-.000017252167,-.000026286812,-.000035176523,-.000021597549,.00099900132,-.000038019603,-6.2361578e-06,-.000016340033,-.000012040574,-.000015238251,.000023761542,-7.4497029e-06,.00045949838,5.5763153e-06,1.4957240e-06,-1.9601686e-07,-2.1475234e-06,-.000018637786,-4.8821626e-06,.00035980958,1.9002273e-06,-7.7711906e-07,-6.5210979e-06,-2.3192717e-06,-2.4220490e-06,.00072078581,-9.1550746e-06,-1.8948652e-06,-.00002643293,-9.0658832e-06,.00019627962,2.0965565e-06,.000013128952,9.6196209e-06,.00077973114,.000014151167,5.6873423e-06,.00082876196,.000012279537,.00023574522
.00031323932,-.000013828142,-.00002116828,8.4080330e-06,-5.3764808e-07,-.000013110131,.000024289569,2.7638125e-06,.000010076844,6.5270806e-06,.00069673313,5.6484387e-06,5.1128754e-06,.000013272799,-3.6980794e-06,-.000018236418,-.000027673748,-.000037205067,-.000024330013,.00089543202,-.000029805729,-5.3425883e-06,-.000016269374,-.000012456157,-.000016239512,.000022738484,-.000010246086,.00026958072,4.1666126e-06,1.3755916e-06,-2.1918230e-07,-1.5022201e-06,-.000015224389,-3.3706569e-06,.00032983162,1.8291981e-06,-1.0283856e-06,-6.9332987e-06,-2.8473833e-06,-2.9963837e-06,.00068120053,-9.6208469e-06,-2.5716679e-06,-.000026781801,-9.3496365e-06,.00019227529,2.1051428e-06,.000013696555,.000010283931,.00077199098,.000014693775,5.9038075e-06,.0008130169,.000012954783,.00025116801
