date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
'1975m3',0.726191199730414,1.2054628257582,0.8662260899732,1.05433763558949,1.10793751427902,1.12663590692388,0.768133971335401,0.754824921234111,0.548009141641504,1.16581728784853,-0.306496117340929,-0.06509320879953,-0.172768017766563,-0.034711461955733,-0.090088597351125,0.090001610958231,-0.350689683072121,-0.375827993035675,-0.238628142788145,-0.201132229643168,0.088703409781508,0.38355455549307,0.216051264155479,0.113686630011587,0.052945315456217,-0.598064778090398,-0.083108318133519,-0.02234744277386,0.317519131680625,0.529224062588748,0.013556323415148,0.177278850999997,0.126335140673101,0.031837357670491,-0.06228042324452,0.013797471369878,-0.023538949206441,0.012845283874855,0.089295367495765,-0.078846604555888
'1975m4',0.723972917294829,1.20607467779992,0.866226092185581,1.05433763531624,1.10793751521385,1.12483854419109,0.758670486174619,0.73995535330707,0.547993050980932,1.15368404044685,-0.306496117179535,-0.065103114016914,-0.172780282507379,-0.03467546444031,-0.09010417326636,0.090001622627348,-0.350524608415585,-0.372847802663885,-0.238167259735419,-0.200323152818008,0.091201581291396,0.364081257804586,0.209110512993044,0.113895025500985,0.052882692412527,-0.595360690035891,-0.065644544236056,-0.020797108832978,0.319455171866492,0.538923593496334,0.013556323374179,0.177809703905681,0.127298919388452,0.031837347640696,-0.062280423215116,0.013615581183797,-0.023616471780385,0.012845111333849,0.089262747489647,-0.079098790206454
'1975m5',0.732335390896226,1.20576815753664,0.866226101019867,1.05433762846146,1.10793751489233,1.10996622999771,0.770268510461809,0.735699262180264,0.548050562115591,1.17280870531101,-0.306496113450927,-0.065133412713711,-0.172480956946307,-0.040229161711942,-0.090136454991095,0.09000103412832,-0.349255903698077,-0.377967945028947,-0.228212195368365,-0.192539232866149,0.062812547296532,0.393349951257579,0.126467700356844,0.129661914275206,0.052947244165475,-0.528325144862739,-0.13046974781559,-0.019458436055493,0.298699666058055,0.492874656585938,0.013556320632996,0.182281240272754,0.062964889194979,0.031841438184377,-0.062280423037517,0.039916402583013,-0.02519691052315,0.012846061894303,0.08723910769185,-0.086334899042652
'1975m6',0.721303978192816,1.20556892746128,0.866226102082618,1.05433763144476,1.10793752070071,1.09105159155916,0.756913596351122,0.744450196368096,0.54811606796843,1.17407866404717,-0.306496114483316,-0.065137737158952,-0.17247319470657,-0.039695851940987,-0.090010645642775,0.090000876067334,-0.34956872955549,-0.37592423544603,-0.22576099366745,-0.192434252524726,0.050114607543777,0.38714137579664,0.129819997537926,0.13186577330433,0.053339357055078,-0.557491111223392,-0.154710962546197,-0.018435160043455,0.306611519188372,0.493953421484306,0.013556322563268,0.183843399388097,0.05880864127078,0.031840481215346,-0.062280424741941,0.057757626231728,-0.024209854082208,0.012845052884288,0.08601296573462,-0.086588867572566
'1975m7',0.743518644664805,1.20496503953178,0.866226100768755,1.05433762465545,1.10793753266684,1.10167936411768,0.80179032243787,0.724363317298929,0.548153141966572,1.18482044678502,-0.306496120386183,-0.065104641578757,-0.172448784549261,-0.036692120019375,-0.090670494782038,0.090000635907042,-0.352551391579081,-0.361830075741109,-0.229278915562313,-0.195039193992751,0.026204756371667,0.405513623934553,0.133752446468517,0.13681004599629,0.052556871891008,-0.572856590194188,-0.2316550439303,-0.016334986932874,0.302268862472519,0.485643583165942,0.013556324365649,0.181978606972668,0.056811968974807,0.031839645676587,-0.062280423396027,0.062007037093229,-0.022595509181371,0.012844013322677,0.086278542558512,-0.08558447768453
'1975m8',0.760334408291186,1.20424425498861,0.86622609983106,1.05433761877792,1.10793753189954,1.10315960452963,0.824673910619571,0.753285804183624,0.548158119816595,1.21388842480702,-0.306496108397066,-0.065210630427648,-0.172495804183086,-0.043452073949422,-0.090786857784691,0.09000072674278,-0.348624299105092,-0.306288292861902,-0.22799117742782,-0.176037038485642,0.050463053588079,0.379177057315092,0.13045592460988,0.131826449605013,0.052495318288882,-0.570143088890297,-0.179815509781842,-0.012152437827735,0.302977705354984,0.516180046352562,0.013556328323647,0.174984696696674,0.052349912849351,0.031837304888873,-0.062280423683466,0.06381335737368,-0.020375717446718,0.012848956350074,0.086397059446282,-0.077510218728678
'1975m9',0.76992516760233,1.20516261070257,0.866226095404893,1.05433761303351,1.10793753302514,1.08700099834225,0.852363357144957,0.727395113219095,0.548152894428275,1.22985658530392,-0.306496108230258,-0.065206764203792,-0.17250238757905,-0.043643975721718,-0.090782200902629,0.090000700421085,-0.348503543755136,-0.307352897961765,-0.228028412395527,-0.175793095715902,0.047418789125582,0.370192018859188,0.134910084863687,0.133153797322521,0.052471753392585,-0.562774680409795,-0.193664707113523,-0.011376370716458,0.303173648294088,0.512545691741916,0.013556330548049,0.183769205568497,0.03143648049448,0.03183505907379,-0.06228042327865,0.044449136655749,-0.017646196590161,0.012844850745183,0.086277285105358,-0.073200348720399
'1975m10',0.822724322490965,1.20489000214043,0.866226082269761,1.05433768281126,1.10793754721839,1.10023478181564,0.907415604540763,0.748981884222362,0.548207409793937,1.21903923508184,-0.306496134659617,-0.065179001619254,-0.172018449606715,-0.09865475218605,-0.09223471380644,0.090000119940458,-0.355335049009428,-0.335854477184967,-0.237583919683355,-0.170752626137754,0.063785885566373,0.368416987837223,0.127781166175301,0.144903758971908,0.052677068506973,-0.558256096802193,-0.16559056754863,-0.010629286183622,0.304592516869003,0.510036321017908,0.013556388066945,0.171526499336877,-0.274961620073042,0.031960602778741,-0.06228039942666,0.120890020067732,0.007824214063481,0.012860983990607,0.092111358537733,-0.087140858746485
'1975m11',0.832549089302083,1.20452826636766,0.866226077549963,1.05433769384863,1.1079375417096,1.10198671372872,0.917251448781014,0.753571439632623,0.548212645038556,1.23280051183203,-0.306496137389585,-0.065158680195131,-0.171945744326625,-0.103672477454078,-0.091900994431209,0.090000082735678,-0.355975699999908,-0.339168010760607,-0.238119398907847,-0.173975474462913,0.098478788090593,0.334208790022903,0.071643698352651,0.168313041377858,0.051622155009321,-0.54892356069963,-0.107853566525977,-0.008929968251951,0.306411979522745,0.549570202847497,0.013556395985115,0.159281466105222,-0.348695081416274,0.03197575088471,-0.062280406766465,0.128055697250874,0.010990416967958,0.012863581084998,0.092551203235707,-0.074564258413187
'1975m12',0.846645763487844,1.20431526916849,0.866226074459132,1.05433769482039,1.1079375542674,1.09831976965111,0.939422803416574,0.745941189040164,0.548206973849317,1.24165840838696,-0.306496132760339,-0.065171803812748,-0.172013662669198,-0.103245455912385,-0.091101642662748,0.089999981945209,-0.354253061645667,-0.34576137723403,-0.238726103464398,-0.171307727224429,0.028714274774531,0.361258200473209,0.110891852413115,0.165530773544395,0.04812160729599,-0.525344468111261,-0.276832380991509,-0.005146963519441,0.309207940044188,0.517589931437511,0.013556396314909,0.158763495404176,-0.351567244011489,0.031975928647713,-0.062280406186362,0.127541499130315,0.011644322133386,0.012863616137305,0.092527245006772,-0.07439759472503
