"date","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"'1975m3'","0.72362303229021","1.1988630469033","0.86105419694741","1.0517198510492","1.110373164597","1.125983663152","0.77046835187723","0.75080236480053","0.54288333076343","1.1702238893037","-0.30848327302435","-0.071153006146519","-0.18110385977662","-0.036262594197756","-0.08656215706146","0.086929629150893","-0.34649868178033","-0.38016954184093","-0.24678483968011","-0.19681009742384","0.08773258522833","0.37747426774345","0.20722250812123","0.1121660418565","0.054553278768506","-0.59639751948238","-0.084436229550233","-0.022107379434859","0.31605485143112","0.52895839148281"
"'1975m4'","0.72147340054699","1.199812360859","0.86156245432484","1.0517198508624","1.1103731655375","1.1245030053822","0.76075860203403","0.73623029464072","0.54284862452051","1.1597566253753","-0.30848327286457","-0.071189455901409","-0.18112244152917","-0.036223288296384","-0.086562157176949","0.086929629300987","-0.34638603140703","-0.37727693202135","-0.24631792977347","-0.19558914433272","0.090143017969551","0.3580277443502","0.19658929462696","0.11237699981558","0.054437989834403","-0.59395025961024","-0.066589246407023","-0.020387395021693","0.31868444176666","0.54111365184885"
"'1975m5'","0.7294527028936","1.1992426898672","0.86349478094354","1.0517198460437","1.110373165908","1.1120914532459","0.77305309788822","0.73189426353091","0.54296693109956","1.1772624096916","-0.30848326923234","-0.071323040219987","-0.18068610079981","-0.042454597732","-0.086562156902507","0.086929621636955","-0.34549042467231","-0.38244544042875","-0.23668651572951","-0.18303904605588","0.063177254057938","0.39308932868432","0.074855167966525","0.12878862810743","0.054301846851195","-0.53228304164192","-0.13509819348486","-0.018843649780724","0.29178509130346","0.47966879897395"
"'1975m6'","0.71867222467441","1.1988667534164","0.86371861142142","1.0517198477539","1.1103731720996","1.0962915709544","0.75966594456117","0.74024370390089","0.54310400687053","1.1793632489958","-0.30848327026301","-0.07134247718482","-0.18067478313581","-0.041967349587288","-0.086562155910847","0.086929619540795","-0.34569970174027","-0.38050665760198","-0.23426675512635","-0.18272527940613","0.05082269055313","0.38559676353749","0.079288839997961","0.13066381906264","0.055064041754797","-0.55846991375302","-0.15919701750023","-0.01774214766811","0.30216237055633","0.48217969942404"
"'1975m7'","0.74056783355671","1.1980139356291","0.86343426194525","1.0517198437399","1.110373183327","1.1051063140326","0.80508982079139","0.72123538227489","0.54318746034377","1.1873848960769","-0.30848327618883","-0.071231262507326","-0.1806387931544","-0.03913612745721","-0.08656216048738","0.086929616434024","-0.34771999477285","-0.36730213888075","-0.23799610843973","-0.1861206323841","0.027339639939484","0.40229311145103","0.084882249825824","0.13499829699294","0.0537233221492","-0.57247270762569","-0.23663326775112","-0.015495174106631","0.29601949379703","0.47324156835555"
"'1975m8'","0.75707638593923","1.1969517550212","0.86328371025706","1.0517198402162","1.1103731821037","1.1065014009957","0.82820298545568","0.74999348743359","0.54320166317365","1.2121359271746","-0.30848326418879","-0.071602110457188","-0.18068871582023","-0.045602161764757","-0.086562161857969","0.086929617762316","-0.34507117630019","-0.31264220322316","-0.23627124921068","-0.15846845847717","0.051018107287092","0.37719316172443","0.081357095926843","0.13056692431766","0.053544068239524","-0.56966067033856","-0.18431263414373","-0.010805705933762","0.2972886533026","0.50969426873547"
"'1975m9'","0.76676716081366","1.1985086804503","0.86232410511775","1.0517198370591","1.1103731822748","1.0934282360893","0.85592232868402","0.72531912425713","0.54319707386403","1.2248231928347","-0.30848326401643","-0.071586671815867","-0.18069804679889","-0.045770018795837","-0.086562161852722","0.086929617433733","-0.34499098153969","-0.31365330620566","-0.23628665148049","-0.15812407414712","0.047945690571343","0.36749592421186","0.087334473817761","0.13164861153266","0.05353752662141","-0.56324767420335","-0.19798424616121","-0.009967357242213","0.29739656148083","0.50555791557243"
"'1975m10'","0.81944326932301","1.1987322335462","0.85708666739497","1.0517198852525","1.1103731908536","1.1099546712495","0.91423491821851","0.74740783039029","0.54334500288484","1.2078586593418","-0.3084832908669","-0.071640111425936","-0.17949587061026","-0.10633961169918","-0.086562168346745","0.086929606583697","-0.34980171575648","-0.34251954668511","-0.24845240637676","-0.1448126500204","0.064108517977225","0.3684665348212","0.064372977106994","0.143709194912","0.053763025900791","-0.55670461631783","-0.16793120884541","-0.0091100102958035","0.29982907394299","0.49984959101112"
"'1975m11'","0.82926856388165","1.1982420767704","0.85504383599334","1.0517198929987","1.1103731842419","1.112855937539","0.92515627467799","0.75196170708134","0.54336262777333","1.2202664358933","-0.30848329365244","-0.071571562096148","-0.17922401533609","-0.11195475668188","-0.086562165383416","0.086929605489767","-0.35028875127069","-0.34577902615062","-0.24930548206259","-0.15014445723286","0.09857387109549","0.34069916580172","-0.051043204405477","0.16809960081962","0.051457087118829","-0.54258602425543","-0.1060427071067","-0.0072118993594738","0.30362396926837","0.5459656472563"
"'1975m12'","0.84305660705413","1.1979295545387","0.85427041783843","1.051719893752","1.1103731964767","1.1098378748137","0.94777253308706","0.74473054879966","0.54335189001562","1.2278818026806","-0.30848328904464","-0.071616570918885","-0.17932785270128","-0.11142710968894","-0.086562159609826","0.08692960423481","-0.34912031851597","-0.35195846897622","-0.24984234899309","-0.14639327472402","0.030676121400313","0.36607174583941","0.010524198961746","0.16490038398494","0.045224879460548","-0.52158635301259","-0.27715279064736","-0.0031680528118298","0.30693686434914","0.50797545407563"
