edate,VarCov_mktrf_mktrf,VarCov_smb_mktrf,VarCov_hml_mktrf,VarCov_umd_mktrf,VarCov_smb_smb,VarCov_hml_smb,VarCov_umd_smb,VarCov_hml_hml,VarCov_umd_hml,VarCov_umd_umd
1929m5,.0018141669,.000065909953,.00014619554,.000031170144,.00085413741,-.000023405621,-.000078634097,.00044098741,-.00021373869,.00072680978
1929m6,.00222488,.00060098479,.00034688198,.00023822139,.0012166089,.00015170449,.00011597067,.0004608786,-.00011712738,.0007713071
1929m7,.0029917127,.00032352863,-.000094822914,.0014947435,.0011350638,.00021873564,-.00018565218,.00057379698,-.00068639644,.0028451199
1929m8,.0028000148,.00016121718,.00004431573,.0011775203,.0012265128,.000077891193,-.00023828151,.0005957692,-.00050012534,.002167688
1929m9,.0031653792,-.00062671606,.000035564364,.0012540373,.0024684039,.00011169514,-.00065044028,.00052638445,-.00045477954,.002104352
1929m10,.0032229717,-.00053109514,.0001235057,.00080337818,.002144221,.000089146182,-.00050263572,.00048507098,-.00040866408,.001722486
1929m11,.0081557594,.00037819857,-.0019669321,-.00015906971,.0021150808,-.00027241363,-.00058437965,.0013534167,-3.0914089e-06,.0016895666
1929m12,.0092183081,.00057391409,-.0022861687,.000066123532,.0018861205,-.00030867886,-.00042823105,.0015354995,-.00014495471,.0014504929
1930m1,.0079111001,.00051938009,-.0018302929,.000024101633,.0019099321,-.00021396246,-.00063613802,.0012905465,-.00020066681,.0017940517
1930m2,.0071051125,.00063045352,-.0015183337,-.00028966827,.0018335852,-.00020504958,-.00080571388,.0011103202,-.00014221027,.0022577585
1930m3,.0061540953,.00057159347,-.0011901241,-.00027318925,.0015841912,-.00015281214,-.00059819472,.00093656743,-.00013594267,.0015891608
1930m4,.0058255591,.00075011776,-.0009480291,-.00060123258,.0015406479,-.00011918442,-.00071074266,.00079822476,-.00013926682,.001790372
1930m5,.0051115071,.00067008182,-.00069923926,-.00064515881,.0013348988,-.00008084681,-.00059102342,.00070974138,-.0001934512,.0016918596
1930m6,.0044804127,.00065099483,-.00050169154,-.00052465592,.0012274628,-.000026690481,-.00043347623,.00063165138,-.0001681463,.001225606
1930m7,.0074233525,.0013219687,-.00073600822,-.0021137828,.0012335026,-.000090105546,-.000752869,.00059858547,-.000026239455,.0021649494
1930m8,.0065331678,.0011037517,-.00063215219,-.0017571951,.0010746124,-.000048800364,-.00056460517,.00058624655,4.0017994e-07,.0017209504
1930m9,.0056250836,.00094043236,-.000469361,-.0014965769,.0010171798,.000010445237,-.00057236641,.00053803279,-.000086176311,.0016559827
1930m10,.0070720566,.0012232376,.00061071035,-.003912522,.00096808997,.00022378171,-.0010795115,.0009911292,-.0012706824,.0050869277
1930m11,.0071780635,.0010758985,.00068336522,-.0039064735,.00084501336,.00019039752,-.00090607366,.00088778511,-.0011881964,.0048290263
1930m12,.0063373558,.00081022881,.00075132778,-.0028843938,.00080693606,.000053404303,-.0006843998,.0010023951,-.00089371367,.0033232069
1931m1,.0063433778,.0012094246,.0012174567,-.0045869024,.0010537275,.00042551578,-.0017012251,.0013844882,-.0020637501,.0075673894
1931m2,.0058567422,.0012831863,.0015214226,-.0048391637,.0011268911,.00068167073,-.0019976536,.0019228129,-.0028282981,.0090071931
1931m3,.0063606841,.0015051739,.0013792309,-.0063534905,.0011447365,.0005972418,-.0024738119,.0016118037,-.0028993841,.01273495
1931m4,.0060937055,.0010505011,.0014597385,-.0057599838,.0011295382,.00038393639,-.0017569207,.0015965395,-.0027326555,.011053515
1931m5,.0066451789,.0015247152,.0017245463,-.0061359373,.0013193754,.0005554012,-.0020648697,.0016205747,-.002855503,.011159416
1931m6,.0081043215,.00058280973,.002600302,-.0062213545,.0015339106,.00011555361,-.0012883752,.0021212883,-.0030646503,.0097398665
1931m7,.009154466,-.00016137202,.0040251757,-.009224656,.0017842188,-.00052959315,-.00015011731,.003697467,-.005976595,.016800921
1931m8,.0085004782,-.00014536592,.0034442768,-.0076414482,.0015689122,-.00043347647,-.000069456444,.0031017167,-.0047005224,.012887228
1931m9,.0072954311,-.000039143772,.0027887251,-.0056465967,.0014230071,-.00029614888,-.000015507578,.0025830669,-.0033918386,.0089350138
1931m10,.017269267,-.00011772203,.004749482,-.0082263928,.0012364774,-.0002680615,2.7975334e-06,.0029317199,-.0037259662,.0089704487
1931m11,.015429548,-.0001404705,.0039669303,-.0060439832,.001132726,-.00022170272,-.000089981731,.0024226059,-.0026787233,.0062123183
1931m12,.014348149,-.00041962552,.003826123,-.0056608492,.0012533293,-.00043625827,.00029022872,.0024583421,-.0026674781,.0058216015
1932m1,.014748208,-.00017778632,.0047038211,-.0078319618,.0010948157,-.00028289788,.00010202005,.0033910703,-.00449934,.0099272458
1932m2,.012661454,-.00014559674,.0039789402,-.0064993501,.0011769303,.00016249041,-.00043873297,.0039901668,-.0049747271,.010109213
1932m3,.011121725,-.00018182884,.0031621759,-.0047357972,.0011479954,.00019567972,-.00037580979,.0032909608,-.0035734714,.0067271926
1932m4,.011258764,-.00035906126,.0029100766,-.005527067,.0010698109,.00010664506,-.000066313325,.0027950024,-.0033473012,.0076342002
1932m5,.013925883,-.00050983572,.0022291772,-.0057413797,.00095868582,.00011474256,.00002155633,.0023022164,-.0025258667,.0063837194
1932m6,.017449833,-.001246421,.0027379508,-.008428351,.0010356274,-.000068819325,.0006117741,.0021026654,-.0028572481,.0086982995
1932m7,.014917926,-.0009089447,.0022137244,-.0061864788,.00090309652,-.000023224749,.00040412566,.0021328484,-.002024628,.0058599836
1932m8,.026475808,-.0025743779,.017141927,-.033220991,.001101936,-.002468759,.0045386744,.021809194,-.035204448,.06545037
1932m9,.039082959,.0029679271,.026724437,-.057268862,.0040191398,.000089383306,-.00080217543,.034859579,-.062458955,.12935457
1932m10,.033428635,.0026391244,.022052202,-.04191475,.0035494533,.00014759849,-.0006658808,.028750654,-.045241661,.08404664
1932m11,.03083032,.0025868558,.019297903,-.031470206,.003175013,.00024928653,-.00058658188,.02478563,-.033531241,.055056762
1932m12,.026785845,.0021790795,.016961854,-.022943649,.0027903938,.00013256422,-.00049651758,.022880562,-.025283178,.035966415
1933m1,.023005212,.0018246735,.013822518,-.016790697,.0034663482,.00050897751,-.0006755669,.019515621,-.018841453,.024188681
1933m2,.019620437,.0016153351,.011230291,-.012192992,.0029840562,.00045831653,-.00053404947,.016196931,-.013639259,.01589945
1933m3,.019864202,.001884891,.0094230482,-.0095450208,.0026908787,.00045165664,-.00050363154,.013150608,-.0099559538,.010895528
1933m4,.017036635,.0017743063,.0078545138,-.0069298167,.0025365022,.00059076265,-.0003433433,.011367409,-.0072117434,.0073130517
1933m5,.032727629,.0034952983,.013402661,-.015208945,.0024874161,.0012371663,-.0012521814,.013884831,-.010944328,.013174
1933m6,.033263285,.011331229,.01546991,-.01239589,.022500601,.0084742764,-.0025991509,.016828177,-.0095164366,.009222161
1933m7,.030271331,.010316707,.012422218,-.0090499716,.020365454,.0069868183,-.0019124968,.013582074,-.0069487635,.0064259018
1933m8,.027091162,.0088149812,.009831747,-.0066730217,.017442785,.0056487722,-.0014218207,.011046222,-.0049546664,.0042884341
1933m9,.024713168,.0072824517,.008195376,-.0048653325,.015393886,.0045485273,-.0014708997,.0089910347,-.0039254669,.004530048
1933m10,.022642713,.0062142126,.0083234943,-.0038085748,.01317737,.0038859551,-.0011076925,.009622056,-.0031606983,.0031162484
1933m11,.020307997,.005276782,.0076408889,-.0027056045,.011280647,.0032291557,-.00085701584,.0090008294,-.0022137642,.0023561886
1933m12,.018413572,.0041273115,.0062635727,-.001662491,.010316694,.002565799,-.001110408,.0073086997,-.001769708,.0027964783
1934m1,.015733674,.0035280813,.0049268035,-.00136662,.0088398121,.0020466789,-.0008737442,.0059486507,-.0014946851,.0023548519
1934m2,.015226268,.0047008926,.0065706838,-.0017011196,.0099209826,.0037352671,-.0011578143,.0085606268,-.0019448291,.0020178917
1934m3,.01312816,.0038565865,.0051276139,-.0013187109,.0088906689,.0030873229,-.00090822036,.0069439271,-.0014695646,.0014432713
1934m4,.011229084,.0032545379,.0040763309,-.0010621821,.0077044875,.0024017219,-.00073053967,.0057535083,-.0010951039,.0011044614
1934m5,.009684273,.0026837182,.0033619092,-.00079174218,.0067131408,.001810094,-.00086469977,.004920674,-.00067962712,.001769702
1934m6,.0090687135,.0022812274,.0033597627,-.00036044972,.0057568895,.0014801129,-.00069062278,.0046181977,-.00036752629,.0015832633
1934m7,.007828814,.0018938505,.0025510765,-.00040199407,.0050137639,.0012656109,-.00050350226,.0039138263,-.00029401979,.0012028273
1934m8,.0083890315,.0027766058,.0039533623,-.0023283944,.0050553381,.0021000695,-.0015192763,.0051459945,-.0020109336,.0031298846
1934m9,.0075073517,.0026928131,.003106853,-.0016761241,.0047682039,.0016681729,-.0010420408,.0041631632,-.0015144913,.0022912975
1934m10,.006460146,.0022628189,.0024664614,-.0012770732,.0041323476,.0013401177,-.00076678017,.0034177387,-.0011255974,.0016157271
1934m11,.0056259558,.0018417524,.0021518026,-.0014942203,.0035688118,.00097698555,-.00062173617,.0032644579,-.0016056329,.0025390994
1934m12,.0055942684,.0022975565,.0013618108,-.00083085458,.0036880514,.00053611025,-.00021011557,.0027669941,-.00140535,.002249823
1935m1,.0048271576,.0018872903,.0011251064,-.00076467055,.0033043132,.00029149366,-.000039878832,.0024614611,-.0013494904,.002168342
1935m2,.0043797903,.0014851432,.0010529979,-.00083492917,.0028556022,.0002185207,-.000020072181,.0020976607,-.0011597758,.0018696573
1935m3,.0038756717,.0012244177,.0011826251,-.0016771059,.0024593084,.00015522414,.000021710657,.0026605935,-.0031955249,.0070076301
1935m4,.0035954739,.001287388,.0013094471,-.0013668756,.0023202442,.00043348517,-.00010404042,.002650351,-.0024955706,.0048683705
1935m5,.00401633,.00078168762,.0014759705,-.0015211405,.0020419734,.00026411476,-.000021244752,.0024186072,-.0021675418,.0040758811
1935m6,.003587743,.00052604428,.0012702451,-.0013434861,.0019358036,.00011326567,.0001078681,.0020595677,-.0017606459,.0032650616
1935m7,.003473883,.000035574816,.0011442909,-.00092911994,.0020713119,-.000030855983,-.000051071125,.0017473859,-.0012740005,.0023377272
1935m8,.0036172264,.00024898379,.00158311,-.0011878798,.0018159442,.00013251959,-.00014378995,.0021367332,-.0014451054,.0022865406
1935m9,.0031987899,.00045306093,.0014497181,-.001410676,.0021496865,.00058506837,-.00091185299,.0022239564,-.0019915886,.0036204536
1935m10,.0028423576,.00046857129,.0010745671,-.0011212641,.001887253,.00040145699,-.00068709982,.0021404419,-.0023057042,.0048026983
1935m11,.0030013106,.00066828885,.00063271745,-.0007373158,.0017289515,.00024193332,-.00046727716,.0018761143,-.0017398468,.0033358191
1935m12,.0028505684,.0008450122,.001271166,-.0010097411,.0017629466,.00093330035,-.00074069825,.003724921,-.0024843113,.0035042686
1936m1,.0026898235,.00072633877,.0010605219,-.00066859357,.0015240294,.00074125704,-.00056675111,.003035336,-.0018827693,.0027665563
1936m2,.0028496408,.0010826149,.0017248418,-.00084836426,.0016996621,.0012934811,-.00067904091,.0041567772,-.0020374253,.0023424535
1936m3,.0025390005,.00093628844,.001521462,-.00063782756,.0014861844,.0010986849,-.00048855669,.0037309008,-.0014943037,.0018031691
1936m4,.0022330042,.00079070526,.0012277286,-.00051408552,.0012920308,.00085535558,-.00035986057,.0030966511,-.0011642597,.0013570539
1936m5,.0029233773,.0014499378,.0012026055,.00072056265,.0016921331,.0008463643,.00055874645,.0026198265,-.00088668091,.0030894903
1936m6,.0028184813,.0012513492,.0011063571,.00056081277,.0014709629,.00069417537,.0004019948,.0022284172,-.00065995153,.002259921
1936m7,.0025084272,.00097451278,.00087348139,.00035439868,.0014446714,.0006185844,.00026648506,.0018690192,-.00052161701,.0015905614
1936m8,.0026618075,.00090045237,.00088940957,.00040853122,.0012682341,.00052227679,.00021963082,.001623072,-.00037543848,.0013663685
1936m9,.0023373174,.0007622611,.00075368042,.00025491888,.0011068179,.00044952871,.00014617265,.0015628752,-.00030299518,.0010139979
1936m10,.0020616001,.00065761921,.00062284677,.00015268012,.0010971277,.00037738876,.00013460916,.0013030256,-.00025643184,.00081169046
1936m11,.0023525986,.00030258833,.00071244396,.00013637044,.0010488451,.00021776507,.000062715415,.0011677417,-.00020597849,.00066632783
1936m12,.0021608332,.00061101024,.00053859304,.00014031587,.0021201272,3.6573467e-06,.00029812194,.0010083219,-.0002332147,.00065907795
1937m1,.0019119885,.0005346564,.0004260253,.000061784391,.0020164347,.00016250109,.00030831055,.0010678826,-.00010499861,.00065438246
1937m2,.0017919467,.00061993743,.00045360424,-.000087055836,.002009948,.00025482694,.00012986801,.00098626979,-.000198302,.00069741625
1937m3,.0015995201,.0005485937,.00042141136,-.000089885783,.0017543687,.00027754874,.00013308498,.0011978418,.000011281356,.00080110319
1937m4,.0014428499,.00050460972,.00029470969,-.00014873563,.0015701252,.00010805578,.000034000761,.001601368,.00019251117,.00084070145
1937m5,.0020900457,.00083615852,.00064519636,.00038173716,.001586466,.00027173202,.00024356876,.00158303,.00034443085,.0011798136
1937m6,.001875666,.00072715647,.00061649905,.00024640924,.0013817153,.00026456613,.0001643023,.0015531816,.00021217436,.0008916345
1937m7,.0019566969,.00086105079,.00072688237,.00013066415,.001411533,.00038625888,.000093208451,.0014957014,.00010992367,.00070797978
1937m8,.0025931026,.00081191695,.00065128517,-.000011193652,.0012320116,.00031710402,.000051606959,.0012483331,.00004509441,.00060092029
1937m9,.0026492651,.0006819095,.00071571907,.00010866138,.0010715623,.00024896261,.000018440156,.0011560911,.000084892556,.00065474125
1937m10,.0048393086,.0019077003,.0015020266,.0018271126,.001675126,.00070523022,.0010332016,.0013654321,.00071923039,.002296458
1937m11,.0054839426,.001674194,.00149609,.0015630046,.0014506158,.00056297722,.00075658248,.0012030539,.00052436825,.0017241217
1937m12,.005722099,.0017954406,.0012881786,.0012742319,.0014704249,.00046573899,.00060613488,.00101099,.00035000432,.0012948607
1938m1,.0052274903,.0019646329,.0011026399,.00090665807,.002212351,.00047144631,.00012612704,.00086582941,.00022310055,.0015689776
1938m2,.0045150146,.0017064151,.00090874959,.00064671482,.0022684948,.00028578867,9.1267775e-06,.00080238859,.00016996403,.0012392716
1938m3,.0042497083,.0014644233,.00061170926,.0003111542,.0019568764,.00022998225,-.000016319476,.00078106433,.00021116743,.0012910898
1938m4,.011105562,.0025426515,.0018138747,-.0060280133,.0019756604,.00041513049,-.0011430987,.00091582199,-.00097163953,.0084468452
1938m5,.011909964,.0030482258,.001575736,-.0062944707,.0023032324,.00033941376,-.0014429981,.00078146788,-.00085588766,.0082533043
1938m6,.010436141,.0026705624,.0013296152,-.005349624,.002085899,.00030065115,-.0012963357,.00067992217,-.00075308332,.0069307094
1938m7,.015666073,.0034293269,.0012379243,-.014322873,.002037073,.00024935487,-.0030228952,.00059248618,-.0010446694,.024526184
1938m8,.013944546,.0033445959,.0011570373,-.011233124,.0024122747,.00038881437,-.0026272135,.00057751033,-.00092636875,.017444665
1938m9,.012052965,.0028858385,.0011234568,-.0084365718,.0021767728,.00048585344,-.0020024283,.00092722668,-.00086381211,.011839689
1938m10,.010312933,.0024179388,.00095106848,-.0062248721,.0019982781,.00046473977,-.001514693,.00085274078,-.00071128929,.007948583
1938m11,.0094771665,.0025127348,.0011979975,-.0056963493,.0022240754,.00074471271,-.0017050172,.0010849962,-.0010090782,.0072925957
1938m12,.0081920661,.0021728699,.0010388069,-.004305718,.0020253905,.00065256393,-.0013273753,.00095645658,-.00081914215,.005098395
1939m1,.0071922885,.0017388138,.00087113347,-.0031442479,.0018029263,.00052218977,-.0010033142,.00081393414,-.00062841421,.0035229214
1939m2,.0067205336,.0015951195,.0011060806,-.0022250616,.0015998014,.00053109328,-.00070656516,.00099493901,-.00037656212,.0027637591
1939m3,.0058875764,.0013507656,.0010175568,-.0016549178,.0013886457,.00045158845,-.00052351668,.00095491862,-.00024993796,.0021868998
1939m4,.0070496914,.0019918778,.0023809725,-.0010073873,.0015626543,.0010170412,-.0002816233,.0020238934,-.000061949242,.00164394
1939m5,.0060703922,.0016335092,.0019299401,-.0008623107,.0013896405,.00080043345,-.00018090194,.0016735614,-.00010121657,.0013697149
1939m6,.0057071648,.0015803335,.0015660713,-.00049176771,.001316417,.00063910597,-.000031088595,.0013870673,-.00011523387,.0013442087
1939m7,.005358106,.0013957409,.0017601561,-.00056094793,.0011611673,.00063008582,-.000064488951,.0016957403,-.00023954347,.0010819091
1939m8,.0057787849,.0017252603,.0013742908,-.00059035985,.0012801989,.00047731464,-.00011620708,.0014067773,-.00020905696,.00085164834
1939m9,.0056439843,.0018869946,.0013634667,-.0012584596,.0014481511,.00054816739,-.00058423268,.001297555,-.00045533245,.0016577709
1939m10,.0081599178,.0060674981,.0061882809,-.011050887,.007413188,.0071443557,-.013499004,.0088699302,-.014779433,.030742064
1939m11,.007021829,.0050672623,.0051562549,-.0083218087,.0063534691,.0059898118,-.010225098,.0075848657,-.01126341,.021230852
1939m12,.0062614842,.0044843014,.0045258682,-.0060856617,.0058535226,.0053766482,-.0077238148,.0068647722,-.0084906397,.013885804
1940m1,.0054659098,.0037395549,.0036546469,-.0045694313,.005027439,.0044534192,-.0059009078,.0058518648,-.0065597859,.0099319443
1940m2,.0048307846,.0030948187,.0029565485,-.0033780462,.0043143984,.003607308,-.0043506911,.0047471458,-.0047604544,.0066226725
1940m3,.0041864272,.0025957436,.0023628238,-.0024881396,.0037929707,.0029201356,-.003225331,.0038510265,-.0034726702,.004485792
1940m4,.0036563165,.0021622353,.0018744849,-.0018453273,.0032790813,.0023455943,-.002385488,.0031697662,-.002536346,.0030459315
1940m5,.0031821637,.0017961492,.0015007082,-.0014622191,.0030415787,.0018926949,-.0018208484,.0025865247,-.001972802,.0023846061
1940m6,.0091061583,.0031514401,.0020392882,-.0015078,.0033109249,.0018660009,-.0016061784,.0023809767,-.0016437313,.0018741979
1940m7,.0082659647,.0026063318,.0019310658,-.0013466988,.0029224234,.0014549181,-.0012306436,.0022513631,-.0014152242,.0015295427
1940m8,.0071765613,.0022101863,.0015672642,-.0010576773,.00252747,.0011476004,-.00092517276,.0018677383,-.0010742036,.0011259356
1940m9,.0062014125,.0018485006,.0012869646,-.00091461756,.0021779384,.00090623548,-.00073503598,.0015428046,-.0008665183,.00097198441
1940m10,.0053814678,.0016120601,.0010346094,-.00075676094,.0020265428,.00066201796,-.00058993837,.0013174919,-.00066966104,.00076623162
1940m11,.0047178175,.0013570208,.00098755781,-.0010800458,.0017496109,.00054602762,-.00064743793,.0014025811,-.0012261522,.0020946185
1940m12,.004143218,.0010857604,.00081955449,-.00087000593,.0015639154,.00042746507,-.00046631755,.0011709703,-.0009219285,.0015152837
1941m1,.0035939247,.00091143936,.00067718921,-.00075444032,.0014305471,.00038124557,-.00046992491,.0010096865,-.00080889586,.001418415
1941m2,.0034114223,.00070674013,.00033116984,-.00042952399,.0012520297,.00035587919,-.0004938682,.0010539503,-.00098908099,.0018414645
1941m3,.0030240207,.00065986678,.00027985027,-.00037850835,.0011294342,.00026823429,-.00037809092,.00089635409,-.00074110995,.0013300859
1941m4,.0026438476,.00056766765,.00026340163,-.00033576295,.00098231912,.00021674242,-.00029929806,.00088387344,-.00052720692,.0011282751
1941m5,.0027784684,.00066340069,-.000049275055,-.0005330164,.00090520782,.000082085833,-.00031942074,.00090859196,-.00034217979,.0010886058
1941m6,.0024421751,.00055177259,-1.2170875e-06,-.00044129073,.00079941732,.000070347,-.00028081497,.00077634724,-.00028912519,.00097589148
1941m7,.0024877251,.00057334302,.000051216171,-.00043583167,.0007228977,.000068971029,-.00023508853,.00067054492,-.00024845288,.0007870316
1941m8,.0025316277,.00092009467,.00062985381,-.00054368621,.0011115712,.00072587357,-.00036817556,.0013610285,-.0004445856,.00077003846
1941m9,.0022325232,.00077885279,.00054194505,-.00045130812,.00097098725,.00059497514,-.00028971524,.0011707537,-.00036397186,.00062570709
1941m10,.00199814,.00067848631,.00046528838,-.0003577788,.00086490845,.00048579209,-.00021358419,.0009911278,-.00030585998,.00064321543
1941m11,.0021988465,.00074189261,.00028434306,-.00082534115,.0008244497,.00035829766,-.00036712934,.00086823199,-.00022055379,.001158
1941m12,.0020218994,.00067045121,.00028330213,-.00086719712,.00074767374,.00030672093,-.00038703473,.00075867074,-.00026294481,.0013121881
1942m1,.0021654428,.00080679945,.00075713068,-.0006652986,.00080007419,.00055091159,-.0002906697,.0012970951,-.00022964212,.00097621535
1942m2,.0019143113,.00070617325,.00076394546,-.00062837062,.0015376931,.0014820336,-.00069866877,.002634326,-.00077881775,.001235234
1942m3,.0018178199,.00055242371,.00067404477,-.00046721246,.0013712066,.0011941062,-.00055892277,.0021900833,-.00060462015,.00095935381
1942m4,.0022615085,.00033000301,.00061187672,-.0003264806,.0012319149,.00095670752,-.00044683696,.0018147621,-.00047998395,.00075632281
1942m5,.0023039326,.00034244807,.00043733825,-.00022055801,.0010773372,.00076349347,-.00034927164,.0015493814,-.00042300211,.00065453374
1942m6,.0023847297,.00012035538,.00021956032,-.00067686825,.0010884753,.00073505059,-.000085033804,.0014330755,-.00021718052,.0013435646
1942m7,.0021539477,.00010285659,.00020768151,-.00059410441,.00097374618,.00058601965,-.000053306328,.001195188,-.0002003509,.0010804981
1942m8,.0020086875,.0001097068,.00026584096,-.00046849457,.00085026544,.0004656809,-.000051698244,.0010732664,-.00017083004,.00083261763
1942m9,.0017983569,.00012053988,.00025271258,-.00039947138,.00074424525,.00036954167,-.000047840109,.0009227898,-.00016325794,.00067180145
1942m10,.001651821,.0001476812,.00028468767,-.00037363224,.00065786636,.00031366711,-.000054629589,.00085483614,-.00018244763,.00059008301
1942m11,.0019570838,.00031575197,.00081847026,-.00084662531,.00062426308,.00042620653,-.00020200202,.0013430006,-.00067679648,.0010961969
1942m12,.0017395646,.00029221835,.00073623675,-.00067844166,.00059134961,.00045581514,-.00013244939,.0014639077,-.00050882366,.00088817562
1943m1,.0018050316,.000076778146,.0006136481,-.00042142931,.00062425347,.00035075113,-.00022478787,.0012199716,-.0004404629,.00093824737
1943m2,.0021362877,.00089606119,.0012245921,-.00040610306,.001695725,.0012648229,-.00025402004,.0020360569,-.00046030988,.00074830942
1943m3,.0022707123,.0010501348,.0014343469,-.00049044669,.0018079255,.0014005109,-.00031140735,.0022952985,-.00055040332,.00070997147
1943m4,.0023658508,.0011944878,.0015107243,-.00014133849,.0019317539,.0014579934,-.000059089682,.0023131659,-.00027276884,.0012012356
1943m5,.0020846336,.0010255781,.0013114741,-.00016506571,.0017265335,.0013363938,.000049565886,.0023933006,.000063915795,.0019849029
1943m6,.0021724454,.0011325573,.0012398408,.00012346779,.0017751086,.0012401191,.00025051739,.0021025706,.00015031188,.0022926203
1943m7,.0019380507,.00094607857,.00099836476,.000025994237,.0015546136,.0010066943,.00018711512,.0017487897,.000074714255,.0016931264
1943m8,.0020807167,.00095952692,.00098650542,.00031070132,.0014413953,.00088886358,.00028283484,.0015578619,.00015934632,.0019787885
1943m9,.001847856,.00080617086,.00079938921,.00018486641,.0012568192,.00071334152,.00018830605,.0013050213,.00006437811,.0014128077
1943m10,.0016839716,.00071031257,.00068055408,.00012881047,.0011123969,.0005827549,.00014690585,.0011114377,.000024503906,.0011087536
1943m11,.0015434797,.00058854581,.00052475237,.000077344383,.00097127311,.00047017803,.000091531438,.00096525543,-.000033681699,.00086686021
1943m12,.0019142587,.0006508964,.00085752987,.00058291189,.00089308585,.00049046124,.00021611118,.001132776,.00031112271,.0014842416
1944m1,.0021115975,.00080917141,.00092243025,.00091366575,.00093993073,.00052511733,.00044935162,.0010891984,.00045399449,.0020993156
1944m2,.0018840391,.00071949541,.0007847707,.000634433,.00091238332,.00048168312,.00032799982,.00097399921,.00029623442,.0014994426
