edate,VarCov_mktrf_mktrf,VarCov_expgrowth_mktrf,VarCov_expinfl_mktrf,VarCov_TP_mktrf,VarCov_creditrisk_mktrf,VarCov_expgrowth_expgrowth,VarCov_expinfl_expgrowth,VarCov_TP_expgrowth,VarCov_creditrisk_expgrowth,VarCov_expinfl_expinfl,VarCov_TP_expinfl,VarCov_creditrisk_expinfl,VarCov_TP_TP,VarCov_creditrisk_TP,VarCov_creditrisk_creditrisk
1997m2,.0013953011,.0023841809,-.00072537607,.000037500995,.00012482477,.30916342,-.10900163,-.00060408254,.00051404035,.085047089,.00045214538,-.00063702581,.00016309175,-.00013309452,.00021468807
1997m3,.0012878535,.0012750552,-.00043978932,.000025340667,.00012664343,.5075497,-.13342398,-.0011271066,.0011666841,.073031165,.00043514316,-.00061358116,.00015266659,-.0001192499,.00019289303
1997m4,.0015834909,-.0018783817,.0026406934,.00011680734,.00013475226,.41561809,-.17859231,-.0018022929,.0009537412,.14841849,.0013757033,-.00070259254,.00016273234,-.00010236058,.0001701157
1997m5,.0015340081,-.0001810719,.00079937343,.00011184128,.00011614391,.30423528,-.14710279,-.0011131841,.00051322673,.1335922,.00073408248,-.00028970485,.00015904497,-.00010376685,.00016797647
1997m6,.001766858,.0011075767,-.0026445638,.00010312931,.00015896585,.26284239,-.16280776,-.00092401431,.00058201182,.19882135,.00050406874,-.00062400306,.0001495761,-.000092281858,.00015549287
1997m7,.0016949553,.006719341,-.0036893783,.0000925739,.00015135034,.84562087,-.30940652,-.000079935598,.00024773518,.20666245,.00011725917,-.00040949095,.00014397418,-.000087662971,.00014442227
1997m8,.0019867739,.015432195,-.0071178325,.00022327196,.00002630752,1.2317234,-.43940201,.0031697871,-.0025336,.25991592,-.0013180167,.00078745646,.00018350552,-.00013677255,.00019808873
1997m9,.0020684937,.0070121312,-.0032732817,.00023685591,.00002322629,.85064793,-.37702346,.00073732069,-.00074596092,.26890534,-.00017827698,-1.2177140e-06,.00018729801,-.00013387151,.00018859726
1997m10,.0020609216,.011354594,-.0037694464,.00021929745,.00004197525,1.0567132,-.34787598,.0015171674,-.00099879876,.18088351,-.00038869109,.000074545882,.00018148654,-.00012328198,.00017204843
1997m11,.0020922015,.0043935236,-.0014248934,.000099618432,.00013770745,1.0510305,-.3009105,.0021868243,-.001796129,.13404332,-.00056420552,.00030688575,.00018104716,-.00012731468,.000178795
1997m12,.001906376,.006555947,-.0019580214,.000067448076,.00014741528,1.2244071,-.32783833,.0015281227,-.0013206828,.13339245,-.00038787641,.00017677789,.00016701885,-.00011244983,.00015989959
1998m1,.0017020343,.0042478191,-.0023753275,.000042792657,.00015440508,.62355512,-.30489534,.00092542585,-.00084424519,.2351355,-.00069277681,.00042923642,.00015789962,-.00010484564,.00015110272
1998m2,.0015333646,.0032874988,-.0018836804,.000011150176,.00016109935,1.0769329,-.58766288,.0021626209,-.00082795549,.46806186,-.0017080312,.00046192438,.00015652373,-.000095789866,.00013963913
1998m3,.0018058189,.01002402,-.003176406,-.000058740417,.00016150948,1.082208,-.39170662,.00043712591,-.00039011787,.21040365,-.00057895441,.0001357838,.00015093258,-.000087418652,.00013054976
1998m4,.0017809364,.0087780459,-.0073785689,-.000064149965,.00016874232,.6577732,-.43529746,-.00012517189,9.6882900e-07,.44480982,-.00027503527,-.000094747076,.00014171388,-.000081832324,.00012393268
1998m5,.001593915,.0070183314,-.0042298874,-.000058808524,.00017261384,.69260556,-.31177786,-.00037973563,-.00044497102,.2171796,-.000068130612,.000081300292,.00013353226,-.00007773246,.00012674765
1998m6,.0016196155,.00198721,-.0014324385,-.000084679261,.0002296789,.76396751,-.34661335,.000067239183,-.0013013212,.23629975,-.00032148536,.00057792279,.00012948409,-.000083891966,.00014225417
1998m7,.0015124058,.0062771114,-.003632057,-.000052672513,.00019766735,1.3665366,-.62144482,.0010813886,-.0022456609,.40132535,-.00089445588,.0010470343,.00012722012,-.000084834523,.00014140883
1998m8,.0014978554,.0020616278,-.0010730913,-.00003563083,.00017873351,.51390105,-.28572482,.00017435323,-.00082677999,.23126647,-.00032310872,.00041252954,.00012194578,-.000079985613,.00013299538
1998m9,.0046847016,-.0096695088,.01393187,-.00049620721,.001575457,.51686257,-.37697712,.0015066637,-.0052648098,.4012554,-.0022881401,.0065270034,.00015915868,-.00026827108,.00073074794
1998m10,.0043841149,-.0097713592,.0078459457,-.00033096099,.0014321372,.53001291,-.26153854,-.00056379632,-.002832938,.27928308,-.0024025063,.0057667596,.00019414467,-.00030869941,.00083838659
1998m11,.0042553223,-.0057889591,.0035751937,-.00031415914,.0011756975,.26217243,-.21454509,-.00044269257,-.0013662191,.46867532,-.001657381,.0054764999,.00018237429,-.00025264567,.00065675919
